pagina,id_doc,remetente,destinatario,data,tipo_doc,onomastico,memo_resumo
161,CO_0104,Carlos Washington Aliseris,Candido Portinari,/12/1935,Carta,Alexandre de Albuquerque,"Deseja pronto restabelecimento a Portinari, relata viagem a Iguaçu e os bons trabalhos que lá realizou e agradece os conselhos recebidos. Cita amigos comuns, destacando carta carinhosa recebida de Mário de Andrade. Pergunta se Portinari ainda têm planos de expor nos salões de Amigos del Arte."
165,CO_0105,Carlos Washington Aliseris,Candido Portinari,26/11/1935,Carta,Alberto da Veiga Guignard,"Agradece um desenho que Portinari ofereceu à sua filha Raquelita. Diz estar tentando conseguir uma viagem do pintor à Montevidéu, através do Embaixador Lucillo Bueno, quando poderia retribuir a gentileza de Portinari para consigo, por ocasião de sua vinda ao Rio. Relata o cotidiano de sua vida artística e pergunta sobre a vida acadêmica de Portinari."
166,CO_0106,Carlos Washington Aliseris,Candido Portinari,/  /19--,Carta,null,"Apresenta a srta. Lia Mainero B__, pedindo que Portinari a oriente."
168,CO_0107,Carlos Washington Aliseris,Candido Portinari,21/11/1938,Carta,Picasso,"Relata o clima de tensão que encontrou na Europa, meses antes do início da II Guerra Mundial. Comenta seu sucesso profissional, com uma exposição em Bruxelas, e o desenrrolar da vida artística em Paris. Envia cumprimentos a amigos comuns."
169,CO_0108,Carlos Washington Aliseris,Candido Portinari,02/07/1936,Carta,Alfonso Reyes,"Infoma que Alfonso Reyes, amigo comum, trouxe-lhe boas notícias do Brasil e de Portinari. Apresenta Hortensia Herrera Uriarte, portadora da carta, recomendando-a. Comunica sua próxima viagem à Europa. Inclui recorte de jornal que reproduz foto de Alfonso Reyes."
171,CO_0109,Carlos Washington Aliseris,Maria Portinari,26/08/1947,Bilhete,null,"Cumprimentam os Portinaris, felicitando o artista e informando onde estão hospedados."
172,CO_0110,Carlos Washington Aliseris,Candido Portinari,21/09/1935,Carta,Alberto da Veiga Guignard,Comenta detalhes de sua vida profissional e da vida artística no Uruguai. Pede informações sobre exposição de Portinari no Palace. Refere-se a Celso Antônio e Guignard
179,CO_0111,Carlos Washington Aliseris,Candido Portinari,27/04/1935,Carta,Alexandre de Albuquerque,"Pede que Portinari se empenhe em estar em Montevidéu, por ocasião da visita do Presidente Vargas. Pede, ainda, que recolha, em Santos, uma caixa com os quadros que enviou para o Salão Paulista de Belas Artes, avisando que escreveu a Alexandre sobre isso."
180,CO_0112,Carlos Washington Aliseris,Candido Portinari,05/04/1935,Carta,Alberto da Veiga Guignard,"Transcreve texto de carta da sra. Elena de Elisalde, sobre a exposição a ser feita em Buenos Aires, por ocasião da visita do Presidente Vargas, na qual conta com a presença de Portinari. Elogia o retrato de Mário de Andrade. Relata suas dificuldades artísticas e pede o apoio do amigo."
181,CO_0113,Carlos Washington Aliseris,Candido Portinari,20/02/1935,Carta,Lucillo Bueno,"Informa já estar com o convite de Amigos de Arte, de Montevidéu, e aguarda o de Buenos Aires, para Portinari expor. Orienta-o como agir, para conseguir apoio oficial à viagem dele. Oferece sua residência em Montevidéu. Comenta ainda não ter recebido seus quadros de volta, que ainda estão no porto de Santos. Cobra a ilustração para a capa do ""Boletim Musical""."
185,CO_0114,Carlos Washington Aliseris,Candido Portinari,/  /193-,Carta,Beba de Real de Ásila,"Apresenta Beba Real de Ásila, pintora, pedindo que Portinari a oriente. Mostra-se satisfeito com a possibilidade da viagem de Portinari a Montevidéu."
186,CO_0115,Carlos Washington Aliseris,Candido Portinari,15/05/1935,Carta,Elena Sansinueva de Elizalde,"Pede fotos de obras para divulgação do artista em Montevidéu. Avisa que já enviou os convites para expor em salões de Amigos de Arte. Insiste para o pintor fazer a ilustração da capa do ""Boletim Interamericano de Música"". Recomenda que Portinari faça contato com a sra. Elizalde e que peça a Mário de Andrade para escrever a apresentação do catálogo da exposição. Comenta assuntos pessoais."
193,CO_0116,Carlos Washington Aliseris,Candido Portinari,09/04/1935,Carta,Elena Sansinueva de Elizalde,"Deseja êxito nas gestões para a exposição de Portinari, nos Salones Amigos del Arte, de Montevidéu e de Buenos Aires. Reitera o oferecimento de sua casa para hospedar o pintor, por ocasião de sua estadia em Montevidéu. Pede o envio de uma foto do retrato de Mário de Andrade para Elena Sansinueva de Elizalde."
194,CO_0117,Carlos Washington Aliseris,Candido Portinari,30/10/1934,Carta,Mário de Andrade,"Avisa que chegou bem e ressalta a boa acolhida por parte de Rossi. Comenta que Mário de Andrade está no Rio, mas pede que Portinari o avise que pretende visitá-lo, logo que volte a São Paulo."
195,CO_0118,Carlos Washington Aliseris,Candido Portinari,02/06/1935,Carta,Elena Sansinueva de Elizalde,"Mostra-se radiante com a confirmação, através de José Jobim, da ida de Portinari a Montevidéu. Informa que a presidenta de Amigos de Arte de Montevidéu está encantada com sua vinda, desejando fazer uma propaganda intensa. Sugere que a mostra de Buenos Aires aconteça em julho e a de Montevidéu, em agosto. Oferece sua residência para hospedagem dos Portinaris. Fala sobre suas (Aliseris) atividades artísticas. Relata o atentado sofrido pelo presidente do Uruguai, na despedida de Getúlio Vargas. Envia abraços a Bopp."
197,CO_0119,Carlos Washington Aliseris,Candido Portinari,16/02/1935,Carta,Celso Antônio,"Anuncia sua chegada ao Brasil, para o carnaval carioca. Informa estar encarregado de fotografar obras de alguns artistas brasileiros, inclusive de Portinari. Pede que providencie um fotógrafo, que peça a Celso Antônio para preparar suas esculturas para as fotos e que Raul Bopp prepare uma lista de intelectuais brasileiros."
199,CO_0120,Carlos Washington Aliseris,Candido Portinari,06/06/1935,Carta,Elena Sansinueva de Elizalde,"Informa que a sra. Elizalde confirmou a inauguração da mostra de Portinari, em Buenos Aires, para o dia 18 de julho, sugerindo que Portinari chegue uns 10 dias antes. Pede que providencie fotos de obras para divulgação em Buenos Aires e em Montevidéu,"
201,CO_0121,Carlos Washington Aliseris,Maria Portinari,01/01/1936,Cartão-postal,null,Enviam votos de felicidades aos Portinaris.
203,CO_0122,Carlos Washington Aliseris,Maria Portinari,/12/1952,Cartão-postal,null,Enviam votos de Boas Festas aos Portinaris.
205,CO_0123,Carlos Washington Aliseris,Candido Portinari,26/07/1937,Carta,Eduardo Victor Haedo,"Informa que o Ministro de Instrução Pública do Uruguai, sr. Eduardo Victor Haedo, acompanhado da esposa e do poeta Silva Valdés, chegará ao Rio de Janeiro, em missão de estreitamento de relações com o Brasil. Aconselha Portinari a aproximar-se, para que o Ministro se convença a financiar sua ida ao Uruguai e, talvez, Buenos Aires."
207,CO_0124,Carlos Washington Aliseris,Candido Portinari,10/09/1938,Carta,Santa Rosa,"Recomenda que Portinari escreva a Don Pio Collivadino, solicitando envio, por mala diplomática, de um material próprio para trabalhar com afrescos. Pede o endereço de Santa Rosa."
208,CO_0125,Carlos Washington Aliseris,Candido Portinari,/01/1944,Carta,Alexandre de Albuquerque,"Renova os votos de feliz ano novo, comentando seus projetos profissionais e manifestando o desejo de vir ao Rio de Janeiro para estudar, especialmente, a técnica de pintura afresco, com Portinari."
210,CO_0126,Carlos Washington Aliseris,Candido Portinari,29/01/1935,Carta,Picasso,"Comenta uma exposição de Picasso que está sendo realizada em Buenos Aires. Relata contato com a sra. Elizalde, com quem está articulando uma grande mostra de Portinari, a coincidir com a visita do Presidente do Brasil, Getúlio Vargas. Informa pretender que o Embaixador brasileiro, Lucillo Bueno, faça uma compra de obra de Portinari, para custeio da viagem, e deseja fazer a mostra em abril, em Montevidéu, e em maio, em Buenos Aires."
211,CO_0127,Carlos Washington Aliseris,Elena Sansinueva de Elizalde,/  /1934,Cartão,null,Apresenta e recomenda o pintor Candido Portinari.
213,CO_0128,Carlos Washington Aliseris,Candido Portinari,01/02/1935,Carta,Picasso,"De volta a Montevidéu, recorda sua visita à exposição de Pablo Picasso, em Buenos Aires. Elogia o retrato de ""Don Alexandre"", pintado por Portinari. Informa que a ilustração para a capa do ""Boletim Interamericano de Música"" deverá simbolizar a produção musical na América. Diz estar tentando conseguir três salas nos Salones Amigos del Arte, em Buenos Aires, para uma exposição de Portinari."
214,CO_0129,Raquel Aliseris de Labaure,Candido Portinari,28/01/1935,Carta,Carlos Washington Aliseris,"Agradece a confiança que Portinari demonstra em seu trabalho e as manifestações de amizade para com seu pai, que a retribui sinceramente. Afirma esperar que os planos da mostra de Portinari em Montevidéu se concretizm."
215,CO_0130,M. C. Allaben Junior,Candido Portinari,26/09/1940,Carta,null,Oferece os serviços de molduras da Louvre Frame & Co.
216,CO_0131,Lauro João de Almeida Pinto,Gustavo Capanema,05/12/1939,Telegrama,null,"Agradece, em nome do jornal ""A Cidade"", de Brodowski, o apoio do Ministro da Educação à exposição de Portinari."
217,CO_0132,Sérgio Corrêa da Costa,Candido Portinari,06/01/1941,Carta,Grace L. McCann Morley,"Felicita Portinari pelo sucesso de sua exposição em Nova York. Recomenda a sra. Grace Morley, diretora do S. Francisco Museum pf Art, que viaja ao Rio de Janeiro, desejando contato com artistas brasileiros, e vai procurá-lo. Pede que Portinari envie panfletos, álbum ou reproduções para o Consulado."
218,CO_0133,Sérgio Corrêa da Costa,Candido Portinari,/  /194-,Carta,null,"Recomenda uma jovem americana que deseja estudar arte brasileira, especialmente a dele, Portinari. Pede que, se ele não puder tê-la como aluna, dê-lhe algum conselho útil."
219,CO_0134,Antônio de Almeida,Candido Portinari,12/03/1940,Carta,null,"Informa que, apesar das obras do MEC já terem sido iniciadas, ele ainda continua sem trabalho. Manda lembranças de um outro operário, Pedro, encarregado da cal."
221,CO_0135,Dirce de Almeida,Candido Portinari,11/12/1950,Carta,null,"Pedem a doação de uma obra de Portinari, a fim de angariar fundos para socorrer presos políticos em Araraquara."
222,CO_0136,Zaíra Almeida,Candido Portinari,07/09/1946,Cartão-postal,null,Transmitem impressões de viagem a Florença e pedem notícias da exposição em Paris.
224,CO_0137,Edgard de Almeida,Candido Portinari,/09/1946,Telegrama,null,Informa que ficam sem efeito os pedidos que fez. Avisa que segue para Berlim em novembro.
226,CO_0138,Edgard de Almeida,Candido Portinari,01/09/1946,Carta,Apolônio de Carvalho,"Comenta sua viagem pela Europa, pedindo notícias da exposição de Portinari em Paris."
229,CO_0139,Edgard de Almeida,Candido Portinari,05/11/1946,Carta,Apolônio de Carvalho,"Informa estar enviando outra carta igual, a ser entregue, em mãos, pelo secretário da Embaixada em Roma, Mozart Valente. Pede para Portinari tratar de assuntos pessoais, como não fazer a remessa de mala, pagar vinte mil francos ao Apolônio, deixado pelo Queiroz, usando o dinheiro que está com Jayme de Barros, bem como levar coisas que a esposa deixou com Maria. Pede, ainda, que Portinari envie recorte de crítica da exposição (Paris) para ser publicada em Roma e em Berlim."
231,CO_0140,Edgard de Almeida,Candido Portinari,21/09/1946,Carta,Apolônio de Carvalho,Comenta sua viagem pela Itália. Lamenta não poder estar presente na inauguração da exposição de Portinari. Trata de assuntos pessoais.
232,CO_0141,Edgard de Almeida,Candido Portinari,/09/1946,Carta,Amaral Peixoto,"Lamenta o fato de ter que voltar imediatamente ao Brasil, pedindo que Portinari resolva assuntos que deixou pendentes em Paris. Pede notícias da exposição, avisando estar enviando carta para Dacosta, junto à de Portinari."
234,CO_0142,Edgard de Almeida,Candido Portinari,/10/1946,Carta,André Lhote,"Cumprimenta Portinari pelo sucesso da exposição. Encarrega o amigo de resolver algumas tarefas em Paris. Lamenta não poderem encontrar-se na Itália ou em Moscou. Pede notícias do amigo e médico, Lima e Silva. Deseja melhoras a Maria."
236,CO_0143,Edgard de Almeida,Candido Portinari,10/10/1946,Carta,Apolônio de Carvalho,"Felicita Portinari por sua exposição na Charpentier. Comenta sua viagem à Itália, incentivando Portinari a visitá-la também. Pede notícais do Brasil e o envio de críticas sobre a mostra, bem como de um catálogo."
238,CO_0144,Mildred Constantine,Maria Portinari,09/04/1942,Carta,Beatrice A. Rudes,"Comenta estar guardando (com muito prazer) as obras de Portinari e que há pessoas interessadas na compra de algumas, mas ela prefere que isto seja tratado diretamente com Portinari, pelo correio. Aborda a morte de Stefan  Zweig e diz saber que Orson Welles está no Rio, fazendo um filme. Recorda cada um dos familiares dos Portinaris, enviando lembranças a todos."
240,CO_0145,Raymundo Ottoni de Castro Maya,Candido Portinari,22/09/1942,Carta,null,"Confirma o convite feito a Portinari para ilustrar o livro ""Memórias póstumas de Braz Cubas"", de Machado de Assis, para a Sociedade dos Cem Bibliófilos do Brasil. Informa que seriam 115 exemplares: 100 para os sócios e 15 para museus, bibliotecas, etc., e que os originais das ilustrações ficarão em poder da Sociedade, para serem leiloadas. Trata o preço, prazo e outros detalhes."
241,CO_0146,Raymundo Ottoni de Castro Maya,Candido Portinari,/12/1954,Carta,null,"Diz estar enviando dois quadros, um retrato e as obras que chama de ""Pião"" e ""Carneirinho"". Diz estar enviando também verniz e óleo de linhaça. Avisa ter feito o depósito, em banco, que vai mandar o cartão para colher a assinatura e o talão de cheques. Deseja Feliz Natal."
243,CO_0147,Edgard de Almeida,Maria Portinari,28/05/1953,Cartão,José de Queiroz Lima,"Participa sua mudança para Londres, oferecendo sua nova residência aos Portinaris. Comenta a maneira de viver dos ingleses, observando que respeitam os hábito alheios. Ressalta que, pelas poucas notícias que têm do Rio, fizeram bem em ficar mais dois anos na Europa. Envia lembranças ao casal Queiros Lima."
245,CO_0148,Josias Leão,Candido Portinari,04/03/1945,Telegrama,José de Queiroz Lima,"Recomenda que Portinari não assine contrato antes de receber uma carta dele, por intermédio de Queiroz Lima."
246,CO_0149,Josias Leão,Candido Portinari,01/12/1945,Carta,Aldo Magnelli,"Acusa recebimento de fotos, mas pede mais, pois cedeu as suas para Germain Bazin. Informa que Bazin está pensando em fazer a exposição de Portinari na Galeria René Drouin, mas Josias acha que é pequena. Diz estar enviando envelope para Queiroz Lima e outro para Aldo Magnelli. Avisa que vai pedir a O'Shaugnessy que mostre, as obras que tem de Portinari, ao Bazin. Insiste que a mostra seja muito bem organizada, pois Paris ""é um covil de feras invejosas, que temem o aparecimento de qualquer novo talento mais vigoroso""."
