titulo,conteudo
(CO) Consulta Correspondência\CO_5822,"COD_TIPO: CO
NUM_ANTDOC: 5822
PAGINAÇÃO: 4 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Hugo Adami
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Agradece a presença de Mário em sua exposição, no Rio. Tece considerações sobre as teorias de Le Corbusier na pintura e sobre as ""igrejinhas de Paris"", que se digladiam, para defender sua temática bem brasileira.  Defende-se de algumas críticas que lhe fazem, imputando-lhe ""falta de personalidade"" por causa de suas constantes mudanças. Diz que pensa em fazer outra série sobre Brodowski, que terminou um retrato de Manuel Bandeira, a carvão, para um livro que será publicado em homenagem ao poeta. Trata de assuntos pessoais.
DATA_INICIO: 1936/08/04"
(CO) Consulta Correspondência\CO_5822,
(CO) Consulta Correspondência\CO_5822,
(CO) Consulta Correspondência\CO_5822,
(CO) Consulta Correspondência\CO_5823,"COD_TIPO: CO
NUM_ANTDOC: 5823
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta que enviou, ""ontem"", a ""Colona Sentada"", informando que o quadro é para ele (e não para o Departamento de Cultura). Informa sobre novos trabalhos realizados, ressaltando estar em fase poética. Comenta continuar dando aulas na Universidade. Tece considerações sobre técnicas e materiais em pintura. Conta ter recebido novo convite para expor na Argentina
DATA_INICIO: 1936/03/23"
(CO) Consulta Correspondência\CO_5824,"COD_TIPO: CO
NUM_ANTDOC: 5824
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Dá notícias de sua saúde, supondo ser esgotamento nervoso - excesso de trabalho, talvez. Informa ter pintado vários retratos. Mostra-se desejoso de expor em São Paulo, caso houvesse sala grande, por conta das dimensões do ""Café"" e do ""São João"". Cita novo convite da Argentina, mas avisa que não irá.
DATA_INICIO: 1936/10/25"
(CO) Consulta Correspondência\CO_5824,
(CO) Consulta Correspondência\CO_5825,"COD_TIPO: CO
NUM_ANTDOC: 5825
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Reclama por Mário ter enviado dinheiro a mais (possivelmente para pagamento de algum quadro). Informa ter recebido as condições do concurso (?), que está refazendo o ""São João"" e que recebeu carta e catálogo do Carnegie Institute. Comenta que, em 1936, só foram convidados 5 países e que o Brasil não está entre eles.
DATA_INICIO: 1936/11/18"
(CO) Consulta Correspondência\CO_5826,"COD_TIPO: CO
NUM_ANTDOC: 5826
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Manuel Bandeira
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Agradece o pagamento, ressaltando não achar ""certo"" o amigo pagar por um quadro seu. Informa estar pintando o ""Retrato de Joanita"" e da Baronesa de Saavedra, que quer pintar um quadro maior do que o ""São João"" e que o ""Café"" chegou. Dá notícias de amigos comuns.
DATA_INICIO: 1936/09/11"
(CO) Consulta Correspondência\CO_5827,"COD_TIPO: CO
NUM_ANTDOC: 5827
PAGINAÇÃO: 4 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se entusiasmado com suas aulas de pintura. Comenta que trasformaram (ele  e os alunos) a aula em oficina e que fabricam tudo: tela, tinta e até molduras. Tece considerações sobre a experiência técnica dos antigos e sobre a necessidade de observação na pintura.
DATA_INICIO: 1936/  /"
(CO) Consulta Correspondência\CO_5827,
(CO) Consulta Correspondência\CO_5827,
(CO) Consulta Correspondência\CO_5827,
(CO) Consulta Correspondência\CO_5828,"COD_TIPO: CO
NUM_ANTDOC: 5828
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta que a decoração do Ministério ainda não ficou resolvida, necessitando nova proposta. Informa que desisitiu de participar da comissão de seleção de trabalhos para uma exposição em Paris, receoso da pressão dos pedidos. Diz estar trabalhando muito no ""São João"".
DATA_INICIO: 1937/03/13"
(CO) Consulta Correspondência\CO_5829,"COD_TIPO: CO
NUM_ANTDOC: 5829
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa estar enviando 2 quadros para o Salão de Maio. Mostra-se satisfeito com os estudos para o Ministério, ressaltando que um dos motivos foi sugestão de Manuel Bandeira.
DATA_INICIO: 1937/05/"
(CO) Consulta Correspondência\CO_5830,"COD_TIPO: CO
NUM_ANTDOC: 5830
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa sobre envio de desenho, que lhe agradou. Diz que não acabou o ""São João"" e resolveu ""descansar"" dele. E que faz uma composição de mulheres. Quanto à decoração do Ministério, diz que continua sem solução. Comenta que a família está animada pela ida à São Paulo (para o Salão de Maio), mas diz que não poderá ir, devido às aulas na universidade. Informa ter feito outra obra que muito lhe agradou.
DATA_INICIO: 1937/05/11"
(CO) Consulta Correspondência\CO_5830,
(CO) Consulta Correspondência\CO_5831,"COD_TIPO: CO
NUM_ANTDOC: 5831
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta ter começado a fazer uns painéis para sala de jantar. Faz comentários sobre o novo prefeito de São Paulo. E informa que está planejando organizar um álbum com seus quadros, dando alguns detalhes. Avisa que, com o corte dos afrescos, a ""Cabeça de Índio"" e a ""Mão do Garimpeiro"" são de Mário. Informa que deverá esperar o término de uma parede, para começar os afrescos. Dá notícias de amigos comuns.
DATA_INICIO: 1938/05/"
(CO) Consulta Correspondência\CO_5831,
(CO) Consulta Correspondência\CO_5831,
(CO) Consulta Correspondência\CO_5832,"COD_TIPO: CO
NUM_ANTDOC: 5832
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete-postal
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Dá notícias da vida em Brodowski.
DATA_INICIO: 1938/09/28"
(CO) Consulta Correspondência\CO_5833,"COD_TIPO: CO
NUM_ANTDOC: 5833
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Dá notícias da família, da viagem e de Brodowski. Comenta a repercussão de artigo escrito por Mário.
DATA_INICIO: 1939/03/24"
(CO) Consulta Correspondência\CO_5833,
(CO) Consulta Correspondência\CO_5834,"COD_TIPO: CO
NUM_ANTDOC: 5834
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta não estar com o endereço certo de Mário no Rio de Janeiro, enviando cópia de uma carta que julga extraviada, agora para a Universidade. Informa sobre a repercussão de quadros seus, nos Estados Unidos, e sobre o embarque para São Paulo, onde receberá homenagem de pintores
DATA_INICIO: 1939/04/"
(CO) Consulta Correspondência\CO_5835,"COD_TIPO: CO
NUM_ANTDOC: 5835
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Envia votos de Boas Festas. Elogia artigo de Mário, publicado na revista ""Cultura"".
DATA_INICIO: 1939/12/23"
(CO) Consulta Correspondência\CO_5836,"COD_TIPO: CO
NUM_ANTDOC: 5836
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se penalizado pelo fato de Mário não ir à Brodowski. Envia notícias de lá e do primeiro aniversário do filho. Insiste para Mário ir até lá.
DATA_INICIO: 1940/01/25"
(CO) Consulta Correspondência\CO_5836,
(CO) Consulta Correspondência\CO_5837,"COD_TIPO: CO
NUM_ANTDOC: 5837
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta as obras que mandou fazer na casa de Brodósqui, convidando Mário para ir até lá. Diz estar à espera da nomeação (em cargo ligado ao Ministério da Educação).
DATA_INICIO: 1940/01/"
(CO) Consulta Correspondência\CO_5838,"COD_TIPO: CO
NUM_ANTDOC: 5838
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se ansioso para que Mário veja os afrescos velhos e um novo que pintou, além de uma série de quadros novos. Informa que recebeu convite para exposição em Detroit e, por isso, pretende ficar mais tempo em Brodowski, onde pinta mais à vontade. Quer completar um bom número de telas. Informa, ainda, que a revista ""Vogue"" vai publicar reprodução da obra ""Morro"".
DATA_INICIO: 1940/02/20"
(CO) Consulta Correspondência\CO_5839,"COD_TIPO: CO
NUM_ANTDOC: 5839
PAGINAÇÃO: 4 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se encantado com a organização do Museu de Arte Moderna de Nova York, que é mantido ""pelos granfinos"", mas é gerido por pessoas especializadas em arte. Comenta que sua exposição tem feito sucesso e que tem sido assediado pelos ""marchands"" locais, mas que tem resistido. Informa que 14 museus desejam expor suas obras e que a Universidade de Chicago convidou-o a fazer uma visita.
DATA_INICIO: 1940/04/04"
(CO) Consulta Correspondência\CO_5840,"COD_TIPO: CO
NUM_ANTDOC: 5840
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que está trabalhando na prensa e que já fez várias tiragens de ponta-seca. Comenta que mandou fazer uma capelinha para sua avó, onde pretende fazer afrescos. Convida Mário a ir até lá.
DATA_INICIO: 1941/01/01"
(CO) Consulta Correspondência\CO_5841,"COD_TIPO: CO
NUM_ANTDOC: 5841
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se penalizado por Mário não ir a Brodowski, encontrá-los. Agradece as palavras cordiais a respeito da acolhida dada ao amigo, pela família de Portinari. Observa que Mário deve estar cansado e, por isso, o desânimo de sua última carta. Reforça o convite para estadia em Brodowski. Informa que continua a fazer pontas-seca e que terminou a preparação das paredes da capelinha (da avó), para pintá-las
DATA_INICIO: 1941/01/11"
(CO) Consulta Correspondência\CO_5841,
(CO) Consulta Correspondência\CO_5842,"COD_TIPO: CO
NUM_ANTDOC: 5842
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Mostra-se entusiasmado com o artigo que Mário escreveu sobre ele, Portinari, para a Revista Academica. Comenta reação de Oswald de Andrade, aborrecido com o artigo, mas relata que ele não conseguiu apoio dos literatos. Informa que Capanema quer transcrevê-lo no ""Correio da Manhã"". Comenta ter começado os quadros para a sala de jantar (dos Nabuco).
DATA_INICIO: 1938/05/31"
(CO) Consulta Correspondência\CO_5842,
(CO) Consulta Correspondência\CO_5842,
(CO) Consulta Correspondência\CO_5843,"COD_TIPO: CO
NUM_ANTDOC: 5843
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que foi inaugurada a Capelinha da ""Nonna"", com missa. Insiste para Mário ir passar uns dias lá.
DATA_INICIO: 1941/03/03"
(CO) Consulta Correspondência\CO_5844,"COD_TIPO: CO
NUM_ANTDOC: 5844
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa estar enviando fotos das pinturas da capelinha (da ""Nonna""). Reforça o convite para o amigo ir a Brodowski.
DATA_INICIO: 1941/03/06"
(CO) Consulta Correspondência\CO_5845,"COD_TIPO: CO
NUM_ANTDOC: 5845
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta algum aborrecimento com amigos, mostrando-se entristecido em constatar falta de prestígio. Menciona pontas-seca deixadas com o irmão José, para Mário de Andrade ver (e vender).
DATA_INICIO: 1941/04/"
(CO) Consulta Correspondência\CO_5846,"COD_TIPO: CO
NUM_ANTDOC: 5846
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que vai pintar a igreja de Brodowski, procurando superar problemas ocorridos com a capelinha da casa de sua família, com prejuízo de algumas pinturas. Pensa em refazê-las.
DATA_INICIO: 1941/04/"
(CO) Consulta Correspondência\CO_5847,"COD_TIPO: CO
NUM_ANTDOC: 5847
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Alberto de Andrade Queiroz
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Agradece o artigo de Mário, publicado em ""O Estado de S. Paulo"". Comenta que Maria encontrava-se adoentada. Mostra-se indeciso entre voltar à América ou realizar uma exposição. Diz-se receoso com a insegurança provocada pela guerra. Pede conselho. Comenta que as pontas secas agradaram e que tem vendido bastante. Solicita, para Andrade Queiroz, uma lista de discos.
DATA_INICIO: 1941/04/23"
(CO) Consulta Correspondência\CO_5847,
(CO) Consulta Correspondência\CO_5847,
(CO) Consulta Correspondência\CO_5848,"COD_TIPO: CO
NUM_ANTDOC: 5848
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Archibald MacLeish
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa já estar tratando das pinturas para a Biblioteca (do Congresso). Comenta ser complicada a burocracia lá e que tem se entendido com dr. Hanke, que mostrou-se admirador de Mário. Espera começar logo a fazer os estudos.
DATA_INICIO: 1941/09/22"
(CO) Consulta Correspondência\CO_5849,"COD_TIPO: CO
NUM_ANTDOC: 5849
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Archibald MacLeish
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que entregou os estudos para a decoração da biblioteca (do Congresso) e que foram aprovados pelo MacLeish e pelo arquiteto do Capitólio. Cita os assuntos, diz que devem abranger toda a América, mas que, no fundo, vai fazer mesmo é o Brasil. Para mostrar as dimensões das obras, relaciona as dimensões das paredes. Comenta que trabalhou muito nos croquis e que deseja fazer pinturas muito boas, pois o local se presta e é muito visitado. Calcula serem precisos 6 meses para executá-las. Promete enviar fotos dos estudos, tão logo as tenha.
DATA_INICIO: 1941/09/"
(CO) Consulta Correspondência\CO_5849,
(CO) Consulta Correspondência\CO_5850,"COD_TIPO: CO
NUM_ANTDOC: 5850
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que concluiu as pinturas da capelinha (da ""Nonna"") e que levará fotografias. Diz que fez também alguns quadros grandes e que gostaria que Mário os visse. Pede que Mário apareça, de vez em quando, no Rio de Janeiro, onde estarão sentindo falta dele. Avisa quando embarca e quando chega, levando pontas secas para o amigo.
DATA_INICIO: 1941/02/"
(CO) Consulta Correspondência\CO_5851,"COD_TIPO: CO
NUM_ANTDOC: 5851
PAGINAÇÃO: 3 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comenta ter feito experiências de pintura afresco e a ovo, com bons resultados. E que o retrato de Mário tem agradado bastante. Faz referência à abertura de exposição. Cita uma série de novos trabalhos, que gostaria de mostar ao amigo. Informa ter recebido carta da Sociedade Amigos del Arte, marcando mostra, mas diz não saber se poderá ir. Comenta o convite para ser professor da Universidade do Distrito Federal e que responderá que aceita. Pede segredo, até a publicação da nomeação.
DATA_INICIO: 1935/07/01"
(CO) Consulta Correspondência\CO_5851,
(CO) Consulta Correspondência\CO_5851,
(CO) Consulta Correspondência\CO_5852,"COD_TIPO: CO
NUM_ANTDOC: 5852
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: José Bento Faria Ferraz
MEMO_RESUMO: Relaciona peças, entre elas, duas telas de Portinari, a encaixotar e enviar para o Rio de Janeiro, recomendando que seja feito seguro de tais peças.
DATA_INICIO: 1938/08/10"
(CO) Consulta Correspondência\CO_5852,
(CO) Consulta Correspondência\CO_5853,"COD_TIPO: CO
NUM_ANTDOC: 5853
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: José Bento Faria Ferraz
MEMO_RESUMO: Pede que seja enviado, com urgência, o seu retrato feito por Portinari, para o endereço do pintor, no Rio de Janeiro. Informa que será realizada grande exposição de Portinari e ainda será colocada nova moldura. Trata de assuntos pessoais.
DATA_INICIO: 1939/10/23"
(CO) Consulta Correspondência\CO_5853,
(CO) Consulta Correspondência\CO_5854,"COD_TIPO: CO
NUM_ANTDOC: 5854
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: José Bento Faria Ferraz
MEMO_RESUMO: Informa que a mudança já partiu, seguindo lista de quadros e esculturas para autenticar na chegada. Propõe uma ""safadeza"": Portinari pediu o empréstimo do seu retrato e da ""Composição"" para uma exposição em Nova York. Diz que o retrato, não pode recusar, pois foi dado pelo artista. Mas, receoso com a guerra, sugere uma desencontro de datas, para evitar o empréstimo da outra obra. Trata de outros assuntos pessoais.
DATA_INICIO: 1940/07/02"
(CO) Consulta Correspondência\CO_5854,
(CO) Consulta Correspondência\CO_5855,"COD_TIPO: CO
NUM_ANTDOC: 5855
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Mário de Andrade
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Informa que decidiu aceitar o convite da universidade. Pede que Portinari escreva, dizendo quando deve estar no Rio.
DATA_INICIO: 1938/06/"
(CO) Consulta Correspondência\CO_5855,
(CO) Consulta Correspondência\CO_5856,"COD_TIPO: CO
NUM_ANTDOC: 5856
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: José Bento Faria Ferraz
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Acusa recebimento de carta, avisando que já despachou o quadro, que foi muito bem encaixotado. Mostra-se contente com a próxima exposição de Portinari. Trata de outros assuntos pessoais.
DATA_INICIO: 1939/10/27"
(CO) Consulta Correspondência\CO_5857,"COD_TIPO: CO
NUM_ANTDOC: 5857
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: José Bento Faria Ferraz
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Trata de assuntos pessoais e avisa da chegada do quadro de Portinari, terminada a exposição no Rio.
DATA_INICIO: 1939/12/16"
(CO) Consulta Correspondência\CO_5858,"COD_TIPO: CO
NUM_ANTDOC: 5858
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: José Bento Faria Ferraz
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa que chegaram as bagagens, ressaltando que o afresco Portinari apresenta um buraco junto à moldura, desenhando o local exato. Observa que é pequeno e facilmente consertável. Pergunta se pode pagar o Expresso Paulista, assim mesmo.
DATA_INICIO: 1940/07/03"
(CO) Consulta Correspondência\CO_5859,"COD_TIPO: CO
NUM_ANTDOC: 5859
PAGINAÇÃO: 2 p.
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: José Bento Faria Ferraz
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Informa ter escrito, ""ontem"", para um endereço, mas receia que Mário não tenha recebido a carta e repete alguns assuntos, especialmente a respeito do pequeno buraco no afresco de Portinari, junto à moldura. Pede que Mário escreva, pois não sabe se deve pagar o frete.
DATA_INICIO: 1940/07/04"
(CO) Consulta Correspondência\CO_5860,"COD_TIPO: CO
NUM_ANTDOC: 5860
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: José Bento Faria Ferraz
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: O texto só informa que o quadro chegou nesse mesmo dia 8, tarde.
DATA_INICIO: 1940/07/08"
(CO) Consulta Correspondência\CO_5861,"COD_TIPO: CO
NUM_ANTDOC: 5861
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: José Bento Faria Ferraz
ONOMÁSTICO: null
DESTINATARIO: Mário de Andrade
MEMO_RESUMO: Comunica resultados parciais de um concurso que está prestando (no Rio de Janeiro). Antecipa cumprimentos pelo aniversário de Mário. Em bilhete, na lateral da carta, Portinari avisa que mandará mais fotos de obras.
DATA_INICIO: 1944/10/02"
(CO) Consulta Correspondência\CO_5862,"COD_TIPO: CO
NUM_ANTDOC: 5862
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Vítor Brecheret
MEMO_RESUMO: Lamenta ter viajado sem despedir-se. Diz que deverá voltar, antes do término da sua exposição, quando poderá encontrá-lo.
DATA_INICIO: 1948/12/10"
(CO) Consulta Correspondência\CO_5863,"COD_TIPO: CO
NUM_ANTDOC: 5863
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: Clóvis Graciano
DESTINATARIO: José Olympio
MEMO_RESUMO: Portinari avisa estar esperando por ele, José, pelo Clóvis e um amigo jornalista. Informa que Manuel Bandeira escreveu, dizendo que não irá. Manda convidar também o Rossi, pedindo que envie telegrama para avisar quando pretendem ir, de modo a que os quartos sejam preparados.
DATA_INICIO: 1942/03/26"
(CO) Consulta Correspondência\CO_5864,"COD_TIPO: CO
NUM_ANTDOC: 5864
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: null
ONOMÁSTICO: null
DESTINATARIO: Richard J. Neutra
MEMO_RESUMO: Faz referência a uma conversa entre Richard Neutra e o gerente de sua empresa, Mr. Rosenau, em San Francisco, sobre desenhos e aquarelas de Portinari. Mostra-se interessado em expô-los em suas tres galerias, bem como promover um circuito pelo país.
DATA_INICIO: 1942/03/02"
(CO) Consulta Correspondência\CO_5865,"COD_TIPO: CO
NUM_ANTDOC: 5865
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Mario Cavalli
ONOMÁSTICO: Maria Portinari
DESTINATARIO: Paolo Arrigoni
MEMO_RESUMO: Informa estar enviando carta de Maria Portinari, pedindo que Arrigoni responda diretamente a ela, a respeito de transporte e seguro das obras. Refere-se à urgência do preparo dos clichês para o catálogo.
DATA_INICIO: 1963/01/09"
(CO) Consulta Correspondência\CO_5866,"COD_TIPO: CO
NUM_ANTDOC: 5866
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Telegrama
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Antonio Chiavetti
MEMO_RESUMO: Informa que, a princípio, aceita (expor no Salón Peuser). Pede que envie as condições detalhadas.
DATA_INICIO: 1947/04/21"
(CO) Consulta Correspondência\CO_5867,"COD_TIPO: CO
NUM_ANTDOC: 5867
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Antonio Chiavetti
MEMO_RESUMO: Acusa recebimento de carta, datada de 25/04. Sobre a data da mostra, escolhe o período de 1º a 15/07. Informa que ele mesmo levará as telas, pois irá a Buenos Aires em 1º de junho, enroladas. Pergunta se conseguirá chassis e molduras, lá. Pede que lhe seja enviada a planta do Salão. Sobre a alfândega, pergunta se Chiavetti pode ocupar-se disso, já que existem muitas formalidades e que é exigido o pagamento de determinada quantia.
DATA_INICIO: 1947/05/"
(CO) Consulta Correspondência\CO_5868,"COD_TIPO: CO
NUM_ANTDOC: 5868
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Antonio Chiavetti
MEMO_RESUMO: Informa estar enviando algumas críticas publicadas em Paris, acreditando que podem servir como propaganda da exposição. Diz que levará tudo sem chassis e sem molduras, esperando que não seja difícil conseguí-los lá. Diz, ainda, que deverá seguir de avião no dia 20, mas que telegrafará avisando o dia de sua partida.
DATA_INICIO: 1947/05/"
(CO) Consulta Correspondência\CO_5869,"COD_TIPO: CO
NUM_ANTDOC: 5869
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Carta
REMETENTE: Eugène Kolb
ONOMÁSTICO: null
DESTINATARIO: Candido Portinari
MEMO_RESUMO: Em nome do Museu de Tel Aviv, informa estar encaminhando a Portinari um jarro antigo, da época romana. Mostra-se penalizado pela visita do artista ao museu ser rápida, dizendo-se honrado em recebê-lo.
DATA_INICIO: 1956/06/24"
(CO) Consulta Correspondência\CO_5870,"COD_TIPO: CO
NUM_ANTDOC: 5870
PAGINAÇÃO: 
TIPO CORRESPONDÊNCIA: Bilhete
REMETENTE: Candido Portinari
ONOMÁSTICO: null
DESTINATARIO: Múcio Athayde
MEMO_RESUMO: Informa que a exposição está agradando, que estão bem, mas com saudades.
DATA_INICIO: 1940/  /"
